# NASA Exoplanet Archive pscomppars, as of 2026-09-08; slimmed by scripts/build-exoplanets.py
pl_name,hostname,ra,dec,sy_dist,pl_rade,pl_bmasse,pl_orbper,disc_year,discoverymethod,st_teff,st_rad,st_spectype
HAT-P-1 b,HAT-P-1,344.445,38.6749,158.979,14.785,166.861,4.4653,2006,Transit,5980,1.174,G0 V
HAT-P-26 b,HAT-P-26,213.157,4.05942,141.837,7.062,22.248,4.23452,2010,Transit,5079,0.87,K1
HAT-P-30 b,HAT-P-30,123.95,5.83687,213.985,16.141,263.799,2.8106,2011,Transit,6304,1.31,F7
HAT-P-32 b,HAT-P-32,31.0428,46.6878,289.205,22.194,216.124,2.15001,2011,Transit,6001,1.367,
HD 149026 b,HD 149026,247.623,38.3475,75.864,8.295,120.775,2.87589,2005,Radial Velocity,6179,1.41,G0
HD 189733 b,HD 189733,300.182,22.7098,19.764,12.666,359.148,2.21858,2005,Radial Velocity,5052,0.75,K2 V
HD 209458 b,HD 209458,330.795,18.8842,48.302,15.581,232.016,3.52475,1999,Radial Velocity,6091,1.19,G0 V
HD 80606 b,HD 80606,140.657,50.6038,66.471,11.568,1323.47,111.437,2001,Radial Velocity,5565,1.05,G5
HD 86226 b,HD 86226,149.124,-24.0992,45.683,14.3,143.024,1628,2009,Radial Velocity,5863,1.053,G1 V
TrES-4 b,TrES-4,268.304,37.2117,515.98,18.046,247.907,3.55395,2007,Transit,6200,1.66,F8 V
WASP-12 b,WASP-12,97.6367,29.6723,427.246,22.026,467.21,1.09142,2008,Transit,6265,1.69,
WASP-15 b,WASP-15,208.928,-32.1597,282.091,15.805,171.628,3.7521,2009,Transit,6300,1.48,F7
WASP-17 b,WASP-17,239.962,-28.0618,405.908,20.961,247.907,3.73543,2009,Transit,6550,1.49,F4
WASP-18 b,WASP-18,24.3545,-45.6778,123.483,13.899,3241.85,0.94145,2009,Transit,6432,1.319,F6 IV-V
WASP-19 b,WASP-19,148.417,-45.6591,268.325,15.861,366.774,0.78884,2009,Transit,5616,1.006,G8 V
WASP-25 b,WASP-25,195.36,-27.5222,211.416,13.809,179.255,3.76483,2010,Transit,5697,0.884,
WASP-39 b,WASP-39,217.327,-3.4445,213.982,14.336,89.31,4.05529,2011,Transit,5485,0.939,
WASP-43 b,WASP-43,154.908,-9.80644,86.747,10.424,565.714,0.81347,2011,Transit,4400,0.6,K7 V
WASP-6 b,WASP-6,348.157,-22.6741,197.119,12.543,148.426,3.361,2009,Transit,5438,0.79,
GJ 3470 b,GJ 3470,119.773,15.3912,29.421,4.57,13.9,3.33665,2012,Radial Velocity,3600,0.547,M1.5
WASP-47 b,WASP-47,331.203,-12.0191,264.78,12.86,374,4.15915,2012,Transit,5565,1.156,G9
WASP-63 b,WASP-63,94.3364,-38.3234,290.684,15.805,117.597,4.37808,2012,Transit,5550,1.86,
WASP-52 b,WASP-52,348.495,8.76108,174.818,14.24,146.2,1.74978,2012,Transit,5000,0.79,K2 V
WASP-77 A b,WASP-77 A,37.1555,-7.06067,105.166,13.56,529.311,1.36003,2012,Transit,5617,0.91,G8 V
WASP-80 b,WASP-80,303.167,-2.14444,49.788,11.198,170.993,3.06785,2012,Transit,4143,0.586,K7-M0 V
WASP-103 b,WASP-103,249.315,7.18338,375.647,17.127,473.547,0.92554,2014,Transit,6110,1.436,F8 V
WASP-96 b,WASP-96,1.04657,-47.3606,352.464,13.45,152.55,3.42526,2014,Transit,5540,1.05,G8
WASP-94 A b,WASP-94 A,313.783,-34.1358,211.211,17.71,158.915,3.95019,2014,Transit,6170,1.48,F8
WASP-94 B b,WASP-94 B,313.788,-34.1357,208.696,14.1,196.411,2.00839,2014,Radial Velocity,6040,1.35,F9
WASP-69 b,WASP-69,315.026,-5.09486,49.961,11.21,82.58,3.86814,2014,Transit,4792,0.801,K
WASP-84 b,WASP-84,131.107,1.85989,100.588,10.72,220,8.5235,2014,Transit,5280,0.768,K0
WASP-20 b,WASP-20,5.16056,-23.9358,211.877,15.468,98.841,4.89964,2015,Transit,5940,1.242,F9
HATS-6 b,HATS-6,88.1468,-19.0316,169.318,11.187,101.388,3.32527,2015,Transit,3724,0.57,M1 V
KELT-7 b,KELT-7,78.2956,33.318,136.681,17.934,441.784,2.73477,2015,Transit,6768,1.81,F
K2-18 b,K2-18,172.56,7.58783,38.027,2.37,8.92,32.9396,2015,Transit,3457,0.411,M2.5 V
KELT-8 b,KELT-8,283.305,24.1273,197.572,18.159,209.768,3.24406,2015,Transit,5754,1.46,G2 V
K2-22 b,K2-22,169.483,2.61904,243.836,2.3,444.962,0.38107,2015,Transit,3879,0.58,M0 V
WASP-47 c,WASP-47,331.203,-12.0191,264.78,,447,589.57,2015,Radial Velocity,5565,1.156,G9
WASP-47 d,WASP-47,331.203,-12.0191,264.78,3.65,15.5,9.0305,2015,Transit,5565,1.156,G9
WASP-47 e,WASP-47,331.203,-12.0191,264.78,1.83,9,0.78961,2015,Transit,5565,1.156,G9
GJ 1132 b,GJ 1132,153.709,-47.1549,12.613,1.192,1.837,1.62893,2015,Transit,3229,0.221,M4.5 V
WASP-76 b,WASP-76,26.6329,2.70039,194.459,20.781,284.139,1.80988,2016,Transit,6329,1.756,F7
KELT-4 A b,KELT-4 A,157.063,25.5731,218.05,19.044,286.683,2.98959,2016,Transit,6206,1.603,F
TRAPPIST-1 b,TRAPPIST-1,346.626,-5.04346,12.43,1.116,1.374,1.51083,2016,Transit,2566,0.119,M8.0 V
TRAPPIST-1 c,TRAPPIST-1,346.626,-5.04346,12.43,1.097,1.308,2.42194,2016,Transit,2566,0.119,M8.0 V
TRAPPIST-1 d,TRAPPIST-1,346.626,-5.04346,12.43,0.788,0.388,4.04922,2016,Transit,2566,0.119,M8.0 V
K2-34 b,K2-34,127.579,22.2359,348.646,13.75,539.675,2.99563,2016,Transit,6168,1.42,F
WASP-121 b,WASP-121,107.6,-39.0973,269.898,19.526,371.859,1.27493,2016,Transit,6628,1.461,F6 V
HIP 41378 b,HIP 41378,126.616,10.0804,106.289,2.64,6.9,15.5721,2016,Transit,6290,1.3,F6
HIP 41378 c,HIP 41378,126.616,10.0804,106.289,2.74,5.97,31.7059,2016,Transit,6290,1.3,F6
HIP 41378 d,HIP 41378,126.616,10.0804,106.289,3.65,6.53,278.362,2016,Transit,6290,1.3,F6
HIP 41378 e,HIP 41378,126.616,10.0804,106.289,5.19,7.62,393,2016,Transit,6290,1.3,F6
HIP 41378 f,HIP 41378,126.616,10.0804,106.289,9.47,25,542.08,2016,Transit,6290,1.3,F6
HD 3167 b,HD 3167,8.74015,4.38072,47.29,1.601,4.844,0.95965,2016,Transit,5338,0.871,K0 V
HD 3167 c,HD 3167,8.74015,4.38072,47.29,2.983,11.41,29.8465,2016,Transit,5338,0.871,K0 V
HAT-P-65 b,HAT-P-65,315.905,11.9894,738.519,18.058,176.077,2.60545,2016,Transit,5872,1.666,G2
WASP-131 b,WASP-131,210.194,-30.5836,200.075,13.742,86.767,5.32201,2016,Transit,5990,1.561,G0
WASP-139 b,WASP-139,49.5622,-41.302,212.472,8.967,37.186,5.92426,2016,Transit,5310,0.8,K0
WASP-127 b,WASP-127,160.559,-3.835,159.507,14.695,52.347,4.17806,2016,Transit,5620,1.333,
TRAPPIST-1 e,TRAPPIST-1,346.626,-5.04346,12.43,0.92,0.692,6.10101,2017,Transit,2566,0.119,M8.0 V
TRAPPIST-1 f,TRAPPIST-1,346.626,-5.04346,12.43,1.045,1.039,9.20754,2017,Transit,2566,0.119,M8.0 V
TRAPPIST-1 g,TRAPPIST-1,346.626,-5.04346,12.43,1.129,1.321,12.3524,2017,Transit,2566,0.119,M8.0 V
TRAPPIST-1 h,TRAPPIST-1,346.626,-5.04346,12.43,0.755,0.326,18.7729,2017,Transit,2566,0.119,M8.0 V
HD 106315 b,HD 106315,183.472,-0.39344,109.353,2.44,12.6,9.55237,2017,Transit,6327,1.296,F5 V
HD 106315 c,HD 106315,183.472,-0.39344,109.353,4.35,15.2,21.057,2017,Transit,6327,1.296,F5 V
LHS 1140 b,LHS 1140,11.2486,-15.2741,14.986,1.73,5.6,24.7372,2017,Transit,3096,0.216,M4.5 V
KELT-11 b,KELT-11,161.707,-9.39936,99.16,15.132,65.155,4.73621,2017,Transit,5375,2.69,G8/K0 IV
KELT-9 b,KELT-9,307.86,39.9389,204.455,21.701,915.346,1.48112,2017,Transit,9270,2.418,A
HD 3167 d,HD 3167,8.74015,4.38072,47.29,2.61,7.3,8.3967,2017,Radial Velocity,5338,0.871,K0 V
WASP-107 b,WASP-107,188.386,-10.1462,64.741,10.48,33.022,5.72149,2017,Transit,4425,0.657,K6
GJ 9827 b,GJ 9827,351.772,-1.28534,29.661,1.44,4.28,1.20897,2017,Transit,4236,0.58,K7 V
GJ 9827 c,GJ 9827,351.772,-1.28534,29.661,1.13,1.86,3.6481,2017,Transit,4236,0.58,K7 V
GJ 9827 d,GJ 9827,351.772,-1.28534,29.661,1.98,3.02,6.20183,2017,Transit,4236,0.58,K7 V
KELT-20 b,KELT-20,294.661,31.2192,136.426,19.515,1074.9,3.47411,2017,Transit,8720,1.565,A2 V
K2-18 c,K2-18,172.56,7.58783,38.027,2.65,7.51,8.962,2017,Radial Velocity,3457,0.411,M2.5 V
K2-141 b,K2-141,350.917,-1.18918,61.874,1.51,4.97,0.28032,2018,Transit,4570,0.681,K7 V
K2-141 c,K2-141,350.917,-1.18918,61.874,7,8,7.7485,2018,Transit,4570,0.681,K7 V
K2-232 b,K2-232,73.7668,18.6543,130.72,11.209,126.496,11.1684,2018,Transit,6154,1.161,
GJ 1132 c,GJ 1132,153.709,-47.1549,12.613,1.52,2.91,8.929,2018,Radial Velocity,3090,0.226,M4.5 V
HAT-P-11 c,HAT-P-11,297.71,48.0819,37.765,13.2,851.78,3361,2018,Radial Velocity,4653,0.683,K4
NGTS-2 b,NGTS-2,215.123,-31.2021,356.391,17.878,235.194,4.51116,2018,Transit,6478,1.702,F5 V
WASP-164 b,WASP-164,344.874,-60.4478,327.506,12.644,676.978,1.77713,2018,Transit,5806,0.932,G2 V
LHS 1140 c,LHS 1140,11.2486,-15.2741,14.986,1.272,1.91,3.77794,2018,Transit,3096,0.216,M4.5 V
K2-287 b,K2-287,233.074,-22.3583,158.335,9.494,100.116,14.8933,2018,Transit,5695,1.07,
LHS 3844 b,LHS 3844,340.496,-69.1721,14.885,1.286,2.37,0.46293,2019,Transit,3080,0.189,M4.5-M5.0
HD 15337 b,HD 15337,36.8679,-27.6361,44.816,1.77,6.519,4.75598,2019,Transit,5131,0.855,K1 V
HD 15337 c,HD 15337,36.8679,-27.6361,44.816,2.526,6.792,17.1806,2019,Transit,5131,0.855,K1 V
L 98-59 b,L 98-59,124.533,-68.3145,10.619,0.837,0.46,2.25311,2019,Transit,3415,0.316,M3 V
L 98-59 c,L 98-59,124.533,-68.3145,10.619,1.329,2,3.69068,2019,Transit,3415,0.316,M3 V
L 98-59 d,L 98-59,124.533,-68.3145,10.619,1.627,1.64,7.45073,2019,Transit,3415,0.316,M3 V
V1298 Tau b,V1298 Tau,61.3317,20.157,108.199,9.41,13.1,24.14,2019,Transit,4970,1.32,K1
WASP-166 b,WASP-166,144.875,-20.9824,114.173,7.062,32.101,5.44354,2019,Transit,6050,1.22,F9 V
TOI-270 b,TOI-270,68.4161,-51.9574,22.479,1.28,1.48,3.35992,2019,Transit,3506,0.38,M3 V
TOI-270 c,TOI-270,68.4161,-51.9574,22.479,2.33,6.2,5.66051,2019,Transit,3506,0.38,M
TOI-270 d,TOI-270,68.4161,-51.9574,22.479,2,4.2,11.3819,2019,Transit,3506,0.38,M3 V
GJ 357 b,GJ 357,144.007,-21.6651,9.442,1.2,1.83,3.9306,2019,Transit,3505,0.337,M2.5 V
GJ 357 c,GJ 357,144.007,-21.6651,9.442,1.66,3.4,9.1247,2019,Radial Velocity,3505,0.337,M2.5 V
GJ 357 d,GJ 357,144.007,-21.6651,9.442,2.34,6.1,55.661,2019,Radial Velocity,3505,0.337,M2.5 V
LTT 1445 A b,LTT 1445 A,45.4625,-16.5945,6.869,1.34,2.73,5.35876,2019,Transit,3562,0.271,M3.0
WASP-178 b,WASP-178,227.27,-42.705,427.678,20.288,527.598,3.34483,2019,Transit,9360,1.67,A1 IV-V
V1298 Tau c,V1298 Tau,61.3317,20.157,108.199,5.08,4.7,8.24916,2019,Transit,4970,1.32,K1
V1298 Tau d,V1298 Tau,61.3317,20.157,108.199,6.53,6,12.4014,2019,Transit,4970,1.32,K1
V1298 Tau e,V1298 Tau,61.3317,20.157,108.199,10.17,15.3,48.6777,2019,Transit,4970,1.32,K1
LP 791-18 b,LP 791-18,165.69,-16.4064,26.493,1.212,1.94,0.948,2019,Transit,2960,0.182,M(6.1 +/- 0.7) V
LP 791-18 c,LP 791-18,165.69,-16.4064,26.493,2.488,7.16,4.98991,2019,Transit,2960,0.182,M(6.1 +/- 0.7) V
TOI-125 b,TOI-125,23.5934,-66.6763,111.059,2.726,9.5,4.65382,2019,Transit,5320,0.848,K0 V
TOI-125 c,TOI-125,23.5934,-66.6763,111.059,2.759,6.63,9.15059,2019,Transit,5320,0.848,K0 V
L 168-9 b,L 168-9,350.029,-60.0657,25.15,1.63,4.07,1.40153,2020,Transit,3842,0.604,M0.5 V
TOI-125 d,TOI-125,23.5934,-66.6763,111.059,2.93,13.6,19.98,2020,Transit,5320,0.848,K0 V
HATS-48 A b,HATS-48 A,288.672,-59.5793,263.609,8.967,77.233,3.13167,2020,Transit,4546,0.715,
HATS-72 b,HATS-72,339.026,-17.0003,127.589,8.097,39.856,7.32795,2020,Transit,4656,0.721,
NGTS-10 b,NGTS-10,91.8723,-25.5949,324.699,13.899,687.148,0.76689,2020,Transit,4567,0.7,K
TOI-1130 b,TOI-1130,286.376,-41.4376,58.261,3.66,19.8,4.07455,2020,Transit,4360,0.697,K6-K7
TOI-1130 c,TOI-1130,286.376,-41.4376,58.261,13,336,8.35019,2020,Transit,4360,0.697,K6-K7
TOI-677 b,TOI-677,144.119,-50.4631,141.812,13.115,392.2,11.2366,2020,Transit,6295,1.28,F8
LTT 3780 b,LTT 3780,154.645,-11.7178,21.981,1.325,2.46,0.76838,2020,Transit,3358,0.38,M3.5 V
LTT 3780 c,LTT 3780,154.645,-11.7178,21.981,2.39,8.04,12.2523,2020,Transit,3358,0.38,M3.5 V
TOI-1338 b,TOI-1338 A,92.1331,-59.541,399.017,7.661,11.3,95.4001,2020,Transit,5723,1.313,F8
AU Mic b,AU Mic,311.291,-31.3424,9.722,4.79,8.99,8.46345,2020,Transit,3540,0.862,M1 V
WASP-148 b,WASP-148,254.131,44.3025,246.353,8.474,91.217,8.80381,2020,Transit,5555,0.912,G
WASP-148 c,WASP-148,254.131,44.3025,246.353,13.9,124.589,34.524,2020,Radial Velocity,5555,0.912,G
NGTS-11 b,NGTS-11,23.5215,-14.4192,190.422,9.158,109.334,35.4553,2020,Transit,5050,0.832,K
TOI-849 b,TOI-849,28.7158,-29.4217,225.734,3.64,41.8,0.76555,2020,Transit,5257,0.97,G
TOI-700 b,TOI-700,97.0957,-65.5786,31.127,0.914,0.704,9.97722,2020,Transit,3459,0.421,M2.5 V
TOI-700 c,TOI-700,97.0957,-65.5786,31.127,2.6,7.27,16.0511,2020,Transit,3459,0.421,M2.5 V
TOI-700 d,TOI-700,97.0957,-65.5786,31.127,1.073,1.25,37.424,2020,Transit,3459,0.421,M2.5 V
HIP 67522 b,HIP 67522,207.526,-40.8359,127.28,9.987,71.4,6.95947,2020,Transit,5675,1.38,G1 V
TOI-1899 b,TOI-1899,299.427,40.1433,128.438,11.097,212.945,29.0903,2020,Transit,3926,0.607,M0
HD 86226 c,HD 86226,149.124,-24.0992,45.683,2.16,7.25,3.98442,2020,Transit,5863,1.053,G1 V
WD 1856+534 b,WD 1856+534,284.416,53.509,24.736,10.4,4386.05,1.40794,2020,Transit,4710,0.013,DC
LTT 9779 b,LTT 9779,358.669,-37.6282,80.437,4.72,29.32,0.79205,2020,Transit,5443,0.949,G7 V
TOI-824 b,TOI-824,222.165,-57.5889,63.926,2.926,18.467,1.39298,2020,Transit,4600,0.695,K4 V
TOI-421 b,TOI-421,81.8533,-14.2767,74.797,2.64,6.7,5.19758,2020,Transit,5291,0.866,G9 V
TOI-421 c,TOI-421,81.8533,-14.2767,74.797,5.09,14.1,16.0675,2020,Transit,5291,0.866,G9 V
GJ 3473 b,GJ 3473,120.594,3.33716,27.364,1.264,1.86,1.198,2020,Transit,3347,0.364,M4
GJ 3473 c,GJ 3473,120.594,3.33716,27.364,2.63,7.41,15.509,2020,Radial Velocity,3347,0.364,M4
WASP-107 c,WASP-107,188.386,-10.1462,64.741,13,111.24,1091,2020,Radial Velocity,4425,0.657,K6
TOI-776 b,TOI-776,178.578,-37.5534,27.17,1.798,5,8.24662,2020,Transit,3725,0.547,M1 V
TOI-776 c,TOI-776,178.578,-37.5534,27.17,2.047,6.9,15.6653,2020,Transit,3725,0.547,M1 V
TOI-561 b,TOI-561,148.185,6.2161,85.799,1.397,2.02,0.44657,2020,Transit,5342,0.843,G9 V
TOI-561 c,TOI-561,148.185,6.2161,85.799,2.865,5.93,10.7788,2020,Transit,5342,0.843,G9 V
TOI-561 d,TOI-561,148.185,6.2161,85.799,2.615,13.33,25.7127,2020,Transit,5342,0.843,G9 V
TOI-561 e,TOI-561,148.185,6.2161,85.799,2.517,12.4,77.144,2020,Transit,5342,0.843,G9 V
TOI-451 b,TOI-451,62.9664,-37.9397,123.739,1.84,4.7,1.8587,2020,Transit,5490,0.85,G8 V
TOI-451 c,TOI-451,62.9664,-37.9397,123.739,2.93,3.7,9.19246,2020,Transit,5490,0.85,G8 V
TOI-451 d,TOI-451,62.9664,-37.9397,123.739,3.93,10.2,16.365,2020,Transit,5490,0.85,G8 V
TOI-178 b,TOI-178,7.30201,-30.4541,62.699,1.2,0.96,1.91456,2021,Transit,4316,0.662,K
TOI-178 c,TOI-178,7.30201,-30.4541,62.699,1.754,4.64,3.23849,2021,Transit,4316,0.662,K
TOI-178 d,TOI-178,7.30201,-30.4541,62.699,2.695,5.2,6.55757,2021,Transit,4316,0.662,K
TOI-178 e,TOI-178,7.30201,-30.4541,62.699,2.301,3.48,9.96318,2021,Transit,4316,0.662,K
TOI-178 f,TOI-178,7.30201,-30.4541,62.699,2.417,5.63,15.2333,2021,Transit,4316,0.662,K
TOI-178 g,TOI-178,7.30201,-30.4541,62.699,2.939,4.4,20.7166,2021,Transit,4316,0.662,K
GJ 486 b,GJ 486,191.982,9.74942,8.074,1.289,2.77,1.46712,2021,Radial Velocity,3317,0.324,M3.5 V
LHS 1478 b,LHS 1478,44.3389,76.5514,18.228,1.242,2.33,1.94954,2021,Transit,3381,0.246,m3 V
TOI-1231 b,TOI-1231,156.747,-52.4679,27.623,3.65,15.4,24.2456,2021,Transit,3553,0.476,M3 V
TOI-674 b,TOI-674,164.587,-36.8581,46.085,5.25,23.6,1.97714,2021,Transit,3514,0.42,M2 V
TOI-1685 b,TOI-1685,68.594,43.037,37.615,1.421,3.07,0.66914,2021,Transit,3470,0.462,M3 V
TOI-1807 b,TOI-1807,201.283,38.9224,42.578,1.497,2.44,0.54937,2021,Transit,4914,0.746,
TOI-2076 b,TOI-2076,217.392,39.7904,41.909,2.59,6.7,10.355,2021,Transit,5187,0.758,K V
TOI-2076 c,TOI-2076,217.392,39.7904,41.909,3.54,7.2,21.0145,2021,Transit,5187,0.758,K V
TOI-2076 d,TOI-2076,217.392,39.7904,41.909,3.27,7.3,35.128,2021,Transit,5187,0.758,K V
AU Mic c,AU Mic,311.291,-31.3424,9.722,2.79,14.46,18.859,2021,Transit,3540,0.862,M1 V
TOI-431 b,TOI-431,83.2692,-26.7239,32.569,1.28,3.07,0.49005,2021,Transit,4850,0.731,
TOI-431 c,TOI-431,83.2692,-26.7239,32.569,1.49,2.83,4.8494,2021,Radial Velocity,4850,0.731,
TOI-431 d,TOI-431,83.2692,-26.7239,32.569,3.29,9.9,12.461,2021,Transit,4850,0.731,
L 98-59 e,L 98-59,124.533,-68.3145,10.619,1.49,2.82,12.8278,2021,Radial Velocity,3415,0.316,M3 V
HD 63935 b,HD 63935,117.925,9.38524,48.974,2.916,10.5,9.05881,2021,Transit,5513,0.96,
HD 63935 c,HD 63935,117.925,9.38524,48.974,3.065,11.1,21.4027,2021,Radial Velocity,5513,0.96,
GJ 367 b,GJ 367,146.121,-45.779,9.413,0.736,0.503,0.32192,2021,Transit,3535,0.457,M V
TOI-2109 b,TOI-2109,253.186,16.5799,262.041,15.098,1595.5,0.67247,2021,Transit,6540,1.698,F
HATS-75 b,HATS-75,60.9494,-25.4089,194.964,9.909,156.054,2.78866,2021,Transit,3790,0.585,
LTT 1445 A c,LTT 1445 A,45.4625,-16.5945,6.869,1.147,1.54,3.1239,2022,Transit,3340,0.265,M3.0
TOI-500 b,TOI-500,106.559,-47.5878,47.392,1.166,1.42,0.54818,2022,Transit,4440,0.678,K6 V
TOI-1075 b,TOI-1075,309.971,-65.4497,61.459,1.791,9.95,0.60473,2022,Transit,3875,0.581,K9 V/M0 V
TOI-1442 b,TOI-1442,287.292,74.1743,41.166,1.17,1.71,0.40907,2022,Transit,3330,0.31,
TOI-2260 b,TOI-2260,247.667,49.0468,101.251,1.62,3.26,0.35247,2022,Transit,5534,0.94,G V
TOI-2445 b,TOI-2445,43.3162,0.05234,48.582,1.25,2.1,0.37113,2022,Transit,3333,0.27,
GJ 3929 b,GJ 3929,239.578,35.4081,15.809,1.09,1.75,2.61624,2022,Transit,3384,0.32,M3.5 V
WASP-189 b,WASP-189,225.687,-3.03149,99.731,18.147,632.479,2.72403,2020,Transit,8000,2.36,
TOI-1670 b,TOI-1670,259.017,72.1612,168.067,2.06,41.318,10.9846,2022,Transit,6170,1.316,F7 V
TOI-1670 c,TOI-1670,259.017,72.1612,168.067,11.063,200.232,40.7498,2022,Transit,6170,1.316,F7 V
TOI-500 c,TOI-500,106.559,-47.5878,47.392,2.09,5.03,6.6356,2022,Radial Velocity,4440,0.678,K6 V
TOI-500 d,TOI-500,106.559,-47.5878,47.392,6.35,33.12,26.233,2022,Radial Velocity,4440,0.678,K6 V
TOI-500 e,TOI-500,106.559,-47.5878,47.392,3.99,15.05,61.3,2022,Radial Velocity,4440,0.678,K6 V
HD 260655 b,HD 260655,99.2915,17.5663,10.005,1.24,2.14,2.76953,2022,Transit,3803,0.439,M0 V
HD 260655 c,HD 260655,99.2915,17.5663,10.005,1.533,3.09,5.70588,2022,Transit,3803,0.439,M0 V
TOI-3714 b,TOI-3714,69.5523,39.458,112.71,11.321,222.48,2.15485,2022,Transit,3660,0.51,M2
GJ 3929 c,GJ 3929,239.578,35.4081,15.809,2.26,5.71,15.04,2022,Radial Velocity,3384,0.32,M3.5 V
GJ 3090 b,GJ 3090,20.4384,-46.7147,22.475,2.18,4.52,2.8531,2022,Transit,3707,0.516,M2 V
TOI-181 b,TOI-181,352.173,-34.4914,96.234,6.956,46.169,4.532,2023,Transit,4994,0.745,K
TOI-199 b,TOI-199,80.1059,-59.8954,102.27,9.079,54.031,104.854,2023,Transit,5255,0.82,G9 V
TOI-700 e,TOI-700,97.0957,-65.5786,31.127,0.953,0.818,27.8098,2023,Transit,3459,0.421,M2.5 V
TOI-771 b,TOI-771,164.114,-72.9852,25.279,1.36,2.47,2.32602,2024,Transit,3370,0.232,M3
TOI-836.01,TOI-836,225.08,-24.4542,27.502,2.587,9.6,8.59545,2021,Transit,4552,0.665,K V
TOI-836 b,TOI-836,225.08,-24.4542,27.502,1.704,4.53,3.81673,2023,Transit,4552,0.665,K V
LHS 475 b,LHS 475,290.238,-82.5598,12.481,0.991,0.941,2.02909,2023,Transit,3300,0.279,M3.5 V
TOI-1136 d,TOI-1136,192.185,64.8553,84.536,4.627,8.35,12.5199,2022,Transit,5770,0.968,
TOI-1136 c,TOI-1136,192.185,64.8553,84.536,2.879,6.32,6.2574,2022,Transit,5770,0.968,
TOI-1136 f,TOI-1136,192.185,64.8553,84.536,3.736,9.7,26.321,2022,Transit,5770,0.968,
TOI-1136 e,TOI-1136,192.185,64.8553,84.536,2.639,6.07,18.801,2022,Transit,5770,0.968,
TOI-1173 b,TOI-1173,197.683,70.768,132.353,8.777,28.287,7.0644,2024,Transit,5350,0.934,G9
TOI-1416 b,TOI-1416,216.923,41.953,55.014,1.62,3.48,1.06976,2023,Transit,4884,0.793,G9 V
TOI-1420 b,TOI-1420,322.942,66.349,201.918,11.89,25.1,6.95611,2023,Transit,5510,0.923,
TOI-1468 c,TOI-1468,16.6539,19.2249,24.74,2.126,4.1,15.5325,2022,Transit,3376,0.371,M3.0 V
TOI-1468 b,TOI-1468,16.6539,19.2249,24.74,1.401,3.04,1.88052,2022,Transit,3376,0.371,M3.0 V
HIP 9618 b,HIP 9618,30.905,21.2813,67.548,3.828,8.3,20.7729,2023,Transit,5649,0.959,
HIP 9618 c,HIP 9618,30.905,21.2813,67.548,3.429,7,52.5636,2023,Transit,5649,0.959,
TOI-1801 b,TOI-1801,175.576,23.027,30.68,2.079,5.738,10.6439,2023,Transit,3863,0.547,M0.5+/-0.5 V
TOI-1823 b,TOI-1823,196.22,63.7533,71.646,7.541,67.4,38.8,2024,Transit,4927,0.805,
TOI-2031 A b,TOI-2031 A,331.118,81.566,276.105,14.202,254.263,5.71549,2025,Transit,6490,1.241,
TOI-2134 b,TOI-2134,271.935,39.0729,22.62,2.735,9.37,9.2292,2023,Transit,4580,0.709,K5 V
TOI-2134 c,TOI-2134,271.935,39.0729,22.62,7.35,58.3,95.8528,2023,Transit,4580,0.709,K5 V
TOI-2374 b,TOI-2374,319.498,-22.0498,134.655,7.488,61.659,4.31362,2024,Transit,5002,0.711,
TOI-2431 b,TOI-2431,37.7653,8.38163,36.056,1.534,6.2,0.2242,2026,Transit,4109,0.651,K7 V
TOI-3235 b,TOI-3235,207.474,-46.0665,72.811,11.4,211.356,2.59262,2023,Transit,3389,0.37,M V
TOI-3757 b,TOI-3757,91.0036,55.02,181.139,12,85.3,3.43875,2022,Transit,3913,0.62,M0 V
TOI-3884 b,TOI-3884,181.572,12.507,43.145,6.43,32.59,4.54458,2022,Transit,3180,0.302,M4
TOI-3984 A b,TOI-3984 A,226.337,36.787,108.883,7.9,44,4.35333,2023,Transit,3476,0.47,M4+/-0.5
TOI-4010 c,TOI-4010,20.2148,66.0722,177.504,5.93,20.31,5.41465,2023,Transit,4960,0.83,K V
TOI-4010 d,TOI-4010,20.2148,66.0722,177.504,6.18,38.15,14.7089,2023,Transit,4960,0.83,K V
TOI-4010 b,TOI-4010,20.2148,66.0722,177.504,3.02,11,1.34834,2023,Transit,4960,0.83,K V
LP 890-9 b,LP 890-9,64.1309,-28.3158,32.43,1.32,13.2,2.7299,2022,Transit,2850,0.156,M6 V
TOI-4336 A b,TOI-4336 A,206.107,-40.3374,22.546,2.137,3.33,16.3363,2024,Transit,3307,0.326,M3.5 V
HD 20329 b,HD 20329,49.1781,15.6563,63.68,1.72,7.42,0.92612,2022,Transit,5596,1.13,
Kepler-167 e,Kepler-167,292.659,38.3456,341.908,10.16,321.007,1071.23,2016,Transit,4884,0.749,K4
TOI-5205 b,TOI-5205,313.771,24.361,86.449,11.6,343,1.63076,2023,Transit,3430,0.394,M4.0
Kepler-167 c,Kepler-167,292.659,38.3456,341.908,1.674,3.44,7.40611,2014,Transit,4884,0.749,K4
TOI-5293 A b,TOI-5293 A,355.829,-2.04509,162.229,11.9,170.4,2.93029,2023,Transit,3586,0.52,M3+/-1
KOI-94 d,KOI-94,297.333,41.8911,477.052,11.27,106,22.343,2013,Transit,6182,1.52,
LP 890-9 c,LP 890-9,64.1309,-28.3158,32.43,1.367,25.3,8.45746,2022,Transit,2850,0.156,M6 V
